,Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,District,Area,Shopid,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins,popular,MetroStation
9,10,0,3,7,7,7,31.29134,121.42333,3,17,13746552,0,0,0,0,0,0,0,0,0,1,0,0,0
10,14,0,1,7,6.9,7,31.25372,121.58338,6,2,13764316,0,0,0,0,0,0,0,0,0,1,0,0,1
11,15,0,2,6.9,6.9,6.9,31.15354,121.10543,8,17,13790379,0,0,0,0,0,0,0,0,0,1,0,0,0
12,14,0,2,7,7,6.9,31.25526,121.49092,9,17,13791219,0,0,0,0,0,0,0,0,0,1,0,0,0
13,12,0,1,0,0,0,31.22153,121.47705,10,17,13804291,11,0,7,1,0,0,0,3,4,18,6,0,1
14,11,0,1,6.9,6.9,6.9,31.31254,121.58619,6,2,13824637,0,0,0,0,0,0,0,0,0,2,0,0,1
15,10,1,3,0,0,9,31.22421,121.45051,11,3,13829255,284,89,57,12,1,6,2,117,9,646,356,1,1
16,12,0,3,0,0,0,31.10755,121.38825,12,17,13831068,0,0,0,0,0,0,0,0,0,0,0,0,1
17,9,0,1,0,0,0,31.19406,121.39382,5,17,13836983,42,1,13,6,0,1,0,21,0,0,0,0,0
18,12,0,3,0,0,0,0,0,4,17,13837665,0,0,0,0,0,0,0,0,0,0,0,0,0
19,17,0,3,0,0,0,31.26961,121.41482,2,17,13846729,0,0,0,0,0,0,0,0,0,15,2,0,0
20,11,0,1,0,0,0,31.04672,121.75659,6,17,13863588,0,0,0,0,0,0,0,0,0,0,0,0,0
21,12,1,1,7,0,6.9,31.16406,121.3375,12,17,13873067,55,0,22,8,0,2,0,23,6,11,6,0,0
22,13,0,3,0,0,0,31.25478,121.35857,1,17,13881226,0,0,0,0,0,0,0,0,0,0,0,0,1
23,13,0,1,0,0,0,31.26739,121.65381,6,17,13908634,107,9,40,12,2,1,0,43,15,84,37,1,0
24,12,0,1,0,0,0,31.22811,121.51733,6,4,13921832,0,0,0,0,0,0,0,0,0,0,0,0,1
25,6,0,2,0,0,0,31.23147,121.51787,6,4,13922534,21,0,10,2,0,0,0,9,4,30,8,0,1
26,12,0,3,0,0,0,31.14606,121.38673,12,17,13933137,0,0,0,0,0,0,0,0,0,0,0,0,0
27,14,0,3,6.9,6.9,6.9,31.2441,121.46539,3,17,13933618,0,0,0,0,0,0,0,0,0,2,0,0,0
28,11,0,3,0,0,0,31.31364,121.45499,3,17,13936330,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,0,1,0,0,0,31.24306,121.58987,6,17,13936331,0,0,0,0,0,0,0,0,0,0,0,0,0
30,16,0,2,0,0,0,31.16785,121.29284,8,17,13936333,0,0,0,0,0,0,0,0,0,0,0,0,0
31,12,0,3,0,0,0,31.12311,121.42399,12,5,14068086,17,0,5,5,0,0,0,7,1,0,1,0,0
32,0,0,1,0,0,0,31.22827,121.51647,6,4,14158833,0,0,0,0,0,0,0,0,0,0,0,0,1
33,15,0,1,0,0,0,31.22827,121.51647,6,4,14182786,0,0,0,0,0,0,0,0,0,0,0,0,1
34,13,1,3,8,8,0,31.14443,121.09499,8,17,14193113,127,30,48,5,1,2,2,39,18,96,51,1,0
35,11,0,3,7,0,7,31.23859,121.31344,1,17,14709796,0,0,0,0,0,0,0,0,0,1,0,0,0
36,11,1,3,7,7,0,30.93575,121.45741,13,17,14727659,0,0,0,0,0,0,0,0,0,14,0,0,0
37,16,0,2,7,6.9,7,31.1725,121.44786,7,17,14730289,0,0,0,0,0,0,0,0,0,2,0,0,1
38,9,0,2,0,0,0,31.1497,121.11209,8,17,14734416,0,0,0,0,0,0,0,0,1,1,1,0,0
39,12,0,3,0,0,0,31.27576,121.41884,2,17,14739559,0,0,0,0,0,0,0,0,0,277,0,0,0
40,23,0,2,0,0,0,31.18828,121.21752,8,17,14928678,0,0,0,0,0,0,0,0,0,0,0,0,0
41,12,0,3,0,0,0,30.72912,121.32775,14,17,14928679,0,0,0,0,0,0,0,0,0,0,0,0,0
42,11,0,3,0,0,0,31.2592,121.45631,3,17,14940859,0,0,0,0,0,0,0,0,0,0,0,0,1
43,11,0,3,0,0,0,31.22228,121.49359,15,17,14940929,0,0,0,0,0,0,0,0,0,0,0,0,0
44,16,0,3,0,0,0,31.22758,121.49272,15,17,14941052,0,0,0,0,0,0,0,0,0,0,0,0,0
45,10,0,3,0,0,0,31.2609,121.47323,3,17,14941135,0,0,0,0,0,0,0,0,0,0,0,0,0
46,14,0,3,0,0,0,31.25996,121.51514,16,17,14941246,0,0,0,0,0,0,0,0,0,0,0,0,1
47,14,0,1,0,0,0,31.22173,121.36617,5,17,14941293,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12,0,3,0,0,0,31.27196,121.54557,16,17,14941633,0,0,0,0,0,0,0,0,0,0,0,0,1
49,11,0,1,0,0,0,31.22317,121.42291,5,6,14941915,0,0,0,0,0,0,0,0,0,0,0,0,0
50,11,0,1,0,0,0,31.14482,121.48592,6,17,14942261,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,0,1,0,0,0,31.267,121.5712,6,2,14942284,0,0,0,0,0,0,0,0,0,0,0,0,0
52,9,0,2,0,0,0,31.19251,121.4492,7,17,14942406,0,0,0,0,0,0,0,0,0,0,0,0,0
53,11,0,3,0,0,0,31.24848,121.4652,3,17,14942471,0,0,0,0,0,0,0,0,0,4,0,0,0
54,14,0,1,6.9,6.9,7,31.29033,121.61827,6,17,14942530,0,0,0,0,0,0,0,0,0,1,0,0,0
55,24,0,1,0,0,0,31.21397,121.47904,15,17,14942585,0,0,0,0,0,0,0,0,0,7,0,0,1
56,15,0,2,0,0,0,31.14496,121.12115,8,17,14942595,0,0,0,0,0,0,0,0,0,0,0,0,0
57,16,0,2,0,0,0,31.1764,121.39494,7,17,14942681,0,0,0,0,0,0,0,0,0,0,0,0,0
58,9,0,2,7,7,7,31.2466,121.48328,9,17,14942916,0,0,0,0,0,0,0,0,0,2,0,0,1
59,12,0,1,0,0,0,31.14302,121.52352,6,17,14942996,0,0,0,0,0,0,0,0,0,0,0,0,0
60,10,0,1,0,0,0,31.21507,121.47708,15,17,14943019,0,0,0,0,0,0,0,0,0,0,0,0,1
61,9,0,2,0,0,0,31.13094,121.43168,7,17,14943039,0,0,0,0,0,0,0,0,0,0,0,0,0
62,9,0,2,0,0,0,31.19774,121.46125,7,17,14943109,0,0,0,0,0,0,0,0,0,1,0,0,1
63,9,0,3,0,0,0,31.11309,121.27368,17,17,14943335,0,0,0,0,0,0,0,0,0,0,0,0,0
64,24,0,1,0,0,0,31.21364,121.4654,10,17,14943581,0,0,0,0,0,0,0,0,0,0,0,0,0
65,12,0,3,0,0,0,31.21887,121.45146,11,3,14943582,0,0,0,0,0,0,0,0,0,0,0,0,0
66,12,0,1,0,0,0,31.15068,121.52474,6,17,14943840,0,0,0,0,0,0,0,0,0,0,0,0,0
67,12,0,1,0,0,0,31.13667,121.47439,6,17,14943848,0,0,0,0,0,0,0,0,0,0,0,0,0
68,10,0,1,0,0,0,31.22016,121.48071,15,17,14943913,0,0,0,0,0,0,0,0,0,0,0,0,1
69,11,0,3,0,0,0,31.22769,121.49409,15,17,14943940,0,0,0,0,0,0,0,0,0,0,0,0,0
70,15,0,3,0,0,0,31.32304,121.44132,2,17,14943992,0,0,0,0,0,0,0,0,0,0,0,0,0
71,16,0,2,0,0,0,31.19306,121.45988,7,17,14944111,0,0,0,0,0,0,0,0,0,0,0,0,1
72,12,0,1,0,0,0,31.25575,121.56134,6,17,14944202,0,0,0,0,0,0,0,0,0,0,0,0,0
73,16,0,3,0,0,0,31.20463,121.49374,15,17,14944439,0,0,0,0,0,0,0,0,0,0,0,0,0
74,10,0,3,0,0,0,30.9169,121.45742,13,17,14944616,0,0,0,0,0,0,0,0,0,0,0,0,0
75,23,0,3,0,0,0,31.24729,121.40234,4,17,14944778,0,0,0,0,0,0,0,0,0,0,0,0,0
76,9,0,2,7,7,7,31.24948,121.49164,9,17,14944872,0,0,0,0,0,0,0,0,0,1,0,0,0
77,13,0,3,0,0,0,31.25867,121.46972,3,17,14944968,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10,0,3,0,0,0,31.22773,121.49334,15,17,14945116,0,0,0,0,0,0,0,0,0,0,0,0,0
79,16,0,2,0,0,0,31.21306,121.44568,7,17,14945281,0,0,0,0,0,0,0,0,0,1,0,0,0
80,0,0,1,0,0,0,31.27141,121.58016,6,2,14945413,0,0,0,0,0,0,0,0,0,0,0,0,0
81,9,0,2,0,0,0,31.20975,121.45771,7,17,14945472,0,0,0,0,0,0,0,0,0,0,0,0,0
82,9,0,2,0,0,0,31.20366,121.45388,7,17,14945965,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10,0,3,0,0,0,31.25085,121.46786,3,17,14946124,0,0,0,0,0,0,0,0,0,0,0,0,1
84,11,0,2,7,7,7,31.2865,121.47804,9,17,14946228,0,0,0,0,0,0,0,0,0,1,0,0,0
85,0,0,1,0,0,0,31.2836,121.58623,6,2,14946530,0,0,0,0,0,0,0,0,0,0,0,0,1
86,9,0,2,0,0,0,31.25636,121.42957,4,17,14946732,0,0,0,0,0,0,0,0,0,0,0,0,0
87,11,0,3,0,0,0,31.21879,121.48087,15,17,14946762,0,0,0,0,0,0,0,0,0,0,0,0,1
88,13,0,2,7,7,7,31.27758,121.47698,9,17,14946881,0,0,0,0,0,0,0,0,0,1,0,0,0
89,12,0,3,0,0,0,31.28831,121.53158,16,17,14954545,0,0,0,0,0,0,0,0,0,1,0,0,1
90,12,0,3,0,0,0,31.11814,121.57868,6,17,14956276,0,0,0,0,0,0,0,0,0,9,0,0,0
91,12,0,3,6.9,6.9,6.9,31.07883,121.34312,17,17,14957271,43,1,9,7,0,0,0,26,1,2,1,0,0
92,11,0,0,6.9,6.9,6.9,31.0333,121.24705,17,17,14957648,44,4,16,3,0,0,0,21,2,1,0,0,0
93,0,0,2,0,0,0,31.14894,121.11928,8,17,14985851,0,0,0,0,0,0,0,0,0,1,0,0,0
94,11,1,1,0,0,0,30.72972,121.32807,14,17,14988020,20,0,15,4,0,0,0,1,7,14,5,0,0
95,13,0,3,0,0,0,31.25453,121.49208,9,17,15078011,29,5,3,3,0,0,1,17,2,2,3,0,0
96,3,0,2,0,0,0,31.25147,121.40381,4,17,15078086,0,0,0,0,0,0,0,0,0,0,0,0,1
97,11,0,1,0,0,0,31.31627,121.57498,6,17,15078110,0,0,0,0,0,0,0,0,0,0,0,0,0
98,12,1,3,0,0,0,31.36545,121.43333,2,17,15078118,69,5,19,3,1,0,2,39,7,8,3,0,0
99,15,0,3,0,0,0,31.10621,121.53366,12,17,15078140,0,0,0,0,0,0,0,0,0,0,0,0,0
100,13,0,3,0,0,0,31.32719,121.28197,1,17,15078147,25,15,1,2,0,1,2,4,0,0,0,0,0
101,11,0,3,0,0,0,31.3271,121.28198,1,17,15078148,0,0,0,0,0,0,0,0,0,0,0,0,0
102,12,0,3,7,7,6.9,31.10665,121.38656,12,17,15078155,0,0,0,0,0,0,0,0,0,1,1,0,0
103,14,0,3,0,0,0,31.40389,121.4768,2,17,15078165,0,0,0,0,0,0,0,0,0,0,0,0,1
104,1,0,3,0,0,0,31.33252,121.44381,2,17,15078171,0,0,0,0,0,0,0,0,0,0,0,0,1
105,5,0,3,0,0,0,31.32085,121.44098,2,17,15078177,0,0,0,0,0,0,0,0,0,0,0,0,0
106,8,0,2,0,0,0,31.27095,121.37574,4,17,15078189,0,0,0,0,0,0,0,0,0,0,0,0,1
107,13,0,3,0,0,0,31.24042,121.47045,3,17,15078199,0,0,0,0,0,0,0,0,0,0,0,0,1
108,9,0,3,0,0,0,31.2232,121.33328,12,17,15078200,0,0,0,0,0,0,0,0,0,0,0,0,0
109,17,0,2,0,0,0,31.22661,121.52587,6,4,15078221,35,1,5,2,0,0,0,27,0,0,0,0,1
110,12,0,1,0,0,0,31.34432,121.58089,6,17,15078233,0,0,0,0,0,0,0,0,0,0,0,0,0
111,12,0,3,0,0,0,31.2882,121.51846,16,7,15078244,0,0,0,0,0,0,0,0,0,1,0,0,0
112,10,0,3,0,0,0,30.92512,121.46384,13,17,15078305,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,0,1,0,0,0,31.21698,121.72916,6,17,15078335,0,0,0,0,0,0,0,0,0,1,0,0,0
114,9,0,2,0,0,0,31.24552,121.42191,4,17,15078431,0,0,0,0,0,0,0,0,0,0,0,0,0
115,14,0,1,0,0,6.9,31.17897,121.6322,6,17,15078456,0,0,0,0,0,0,0,0,0,1,0,0,0
116,11,0,1,0,0,0,31.1951,121.51256,6,17,15078529,82,18,10,6,0,1,1,46,3,0,0,0,1
117,9,0,3,0,0,0,31.10452,121.49539,12,17,15078555,0,0,0,0,0,0,0,0,0,0,0,0,0
118,12,0,3,0,0,0,31.00992,121.20866,17,17,15078580,0,0,0,0,0,0,0,0,0,1,0,0,0
119,15,1,2,0,0,7.9,31.20329,121.28195,12,17,15078590,30,0,17,2,0,0,0,11,11,30,14,0,0
120,10,0,3,0,0,0,30.91255,121.63022,13,17,15078609,0,0,0,0,0,0,0,0,0,0,0,0,0
121,12,0,2,7,7,7,31.15939,121.11505,8,17,15078683,0,0,0,0,0,0,0,0,0,1,0,0,0
122,12,0,3,0,0,0,31.51994,121.75104,18,17,15078787,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,1,0,0,0,31.16481,121.66765,6,17,15078806,0,0,0,0,0,0,0,0,0,1,0,0,0
124,10,0,3,0,0,0,31.29942,121.38102,2,17,15078820,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,0,1,0,0,0,31.13856,121.5012,6,17,15078876,0,0,0,0,0,0,0,0,0,0,0,0,0
126,14,0,3,0,0,0,31.10626,121.30996,17,17,15078909,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,1,0,0,0,31.27178,121.69518,6,17,15078910,0,0,0,0,0,0,0,0,0,0,0,0,0
128,13,0,3,0,0,0,31.31507,121.38345,2,17,15078911,0,0,0,0,0,0,0,0,0,0,0,0,0
129,11,0,3,0,0,0,31.33694,121.28181,1,17,15078955,0,0,0,0,0,0,0,0,0,0,0,0,0
130,12,0,1,0,0,0,31.04629,121.7557,6,17,15079009,0,0,0,0,0,0,0,0,0,0,0,0,0
131,9,0,2,0,0,0,31.25133,121.47846,3,17,15079029,0,0,0,0,0,0,0,0,0,0,0,0,1
132,12,0,1,0,0,0,31.26405,121.6766,6,17,15079036,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,1,0,0,0,31.26449,121.5843,6,2,15079037,0,0,0,0,0,0,0,0,0,1,0,0,1
134,15,0,1,0,0,0,31.34431,121.58088,6,17,15079057,0,0,0,0,0,0,0,0,0,0,0,0,0
135,16,0,2,0,0,0,31.14602,121.11308,8,17,15079097,0,0,0,0,0,0,0,0,0,0,0,0,0
136,12,0,3,0,0,0,31.16421,121.34272,12,17,15079121,77,3,18,3,1,0,3,49,6,8,6,0,0
137,23,0,2,0,0,0,31.24508,121.2238,8,17,15079151,0,0,0,0,0,0,0,0,0,0,0,0,0
138,14,0,1,0,0,0,31.1703,121.49306,6,8,15079175,0,0,0,0,0,0,0,0,0,0,0,0,1
139,11,0,1,0,0,0,31.25525,121.57313,6,17,15079176,0,0,0,0,0,0,0,0,0,1,0,0,1
140,15,0,2,0,0,0,31.14892,121.11643,8,17,15079222,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2,0,1,0,0,0,31.19323,121.34715,5,17,15079229,116,17,39,14,6,1,1,38,1,0,0,0,1
142,0,0,1,0,0,0,31.2008,121.65884,6,17,15079253,0,0,0,0,0,0,0,0,0,0,0,0,0
143,12,0,1,0,0,0,31.20281,121.65725,6,9,15079258,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,1,6.9,0,0,31.20137,121.65801,6,17,15079259,0,0,0,0,0,0,0,0,0,1,0,0,1
145,14,0,3,0,0,0,31.08209,121.26413,17,17,15079265,18,1,7,1,0,0,0,9,3,1,0,0,0
146,3,0,1,0,0,0,31.20145,121.65936,6,17,15079266,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,0,3,0,0,0,31.37805,121.29297,1,17,15079312,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,0,3,0,0,0,31.37614,121.29726,1,17,15079314,0,0,0,0,0,0,0,0,0,0,0,0,0
149,12,0,1,0,0,0,31.17493,121.74758,6,17,15079348,0,0,0,0,0,0,0,0,0,1,0,0,0
150,10,0,3,0,0,0,31.24201,121.45761,3,17,15079357,0,0,0,0,0,0,0,0,0,0,0,0,1
151,2,0,1,0,0,0,31.21927,121.42232,5,6,15079369,0,0,0,0,0,0,0,0,0,0,0,0,0
152,12,0,3,0,0,0,31.2003,121.6946,6,17,15079420,14,4,2,0,1,0,1,6,0,7,4,0,0
153,11,0,3,6.9,6.9,6.9,30.88673,121.16806,14,17,15079471,0,0,0,0,0,0,0,0,0,2,0,0,0
154,5,0,1,0,0,0,31.25367,121.58364,6,2,15079503,0,0,0,0,0,0,0,0,0,2,0,0,1
155,0,0,1,0,0,0,31.19293,121.6985,6,17,15079528,0,0,0,0,0,0,0,0,0,0,0,0,0
156,10,0,3,0,0,0,31.23749,121.45047,11,17,15079550,0,0,0,0,0,0,0,0,0,0,0,0,0
157,14,0,3,0,0,0,31.29943,121.38101,2,17,15079555,0,0,0,0,0,0,0,0,0,0,0,0,0
158,12,0,1,0,0,0,31.14208,121.50743,6,17,15079595,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,2,6.9,6.9,6.9,31.14911,121.11693,8,17,15079620,20,0,4,0,7,0,1,8,3,0,0,0,0
160,12,0,1,0,0,0,31.11634,121.57679,6,17,15079690,0,0,0,0,0,0,0,0,0,0,0,0,0
161,13,0,3,0,0,0,31.22751,121.2784,12,17,15079722,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,0,3,0,0,0,31.00855,121.41595,12,17,15079729,0,0,0,0,0,0,0,0,0,0,0,0,0
163,5,0,1,0,0,0,31.24829,121.59687,6,2,15079746,0,0,0,0,0,0,0,0,0,0,0,0,0
164,11,0,3,0,0,0,31.38552,121.25178,1,17,15079756,0,0,0,0,0,0,0,0,0,0,0,0,0
165,11,0,3,0,0,0,30.71303,121.34672,14,17,15079757,0,0,0,0,0,0,0,0,0,0,0,0,0
166,12,0,1,0,0,0,31.1936,121.69978,6,17,15079777,0,0,0,0,0,0,0,0,0,0,0,0,0
167,10,0,3,0,0,0,30.9329,121.47006,13,17,15079820,0,0,0,0,0,0,0,0,0,1,0,0,0
168,12,0,3,0,0,0,31.41266,121.34362,2,17,15079822,0,0,0,0,0,0,0,0,0,1,0,0,0
169,9,0,2,0,0,0,31.17688,121.43819,7,17,15079835,0,0,0,0,0,0,0,0,0,2,0,0,1
170,11,0,3,0,0,0,30.91605,121.6204,13,17,15079842,0,0,0,0,0,0,0,0,0,0,0,0,0
171,12,0,3,0,0,0,31.15209,121.31372,17,17,15079864,0,0,0,0,0,0,0,0,0,4,0,0,0
172,14,0,1,0,0,0,31.26385,121.67889,6,17,15079873,0,0,0,0,0,0,0,0,0,0,0,0,0
173,12,0,3,0,0,0,31.25942,121.52969,16,17,15079901,0,0,0,0,0,0,0,0,0,0,0,0,0
174,12,0,3,0,0,0,31.62148,121.39579,18,17,15079907,0,0,0,0,0,0,0,0,0,0,0,0,0
175,12,0,1,0,0,0,31.0407,121.84078,6,17,15079968,0,0,0,0,0,0,0,0,0,0,0,0,0
176,11,0,3,0,0,0,30.74714,121.33617,14,17,15079970,0,0,0,0,0,0,0,0,0,0,0,0,0
177,24,0,3,0,0,0,31.17078,121.35714,12,17,15079972,0,0,0,0,0,0,0,0,0,0,0,0,0
178,11,0,1,0,0,0,31.19482,121.52792,6,10,15080003,0,0,0,0,0,0,0,0,0,0,0,0,0
179,12,0,3,0,0,0,31.15645,121.34532,12,17,15080004,0,0,0,0,0,0,0,0,0,2,0,0,1
180,12,0,3,0,0,0,31.03306,121.14,17,17,15080038,0,0,0,0,0,0,0,0,0,1,0,0,0
181,16,0,2,0,0,0,31.14631,121.11146,8,17,15080042,0,0,0,0,0,0,0,0,0,0,0,0,0
182,11,0,3,0,7,0,31.38537,121.25049,1,17,15080047,0,0,0,0,0,0,0,0,0,2,0,0,0
183,16,0,2,7,7,7,31.15098,121.11591,8,17,15080054,0,0,0,0,0,0,0,0,0,1,0,0,0
184,11,0,2,7,7,7,31.29111,121.49107,9,17,15080060,0,0,0,0,0,0,0,0,0,1,0,0,0
185,11,0,3,0,0,0,31.34887,121.32922,1,17,15080087,0,0,0,0,0,0,0,0,0,0,0,0,0
186,3,0,1,0,0,0,31.18679,121.69185,6,17,15080095,0,0,0,0,0,0,0,0,0,0,0,0,0
187,12,0,1,0,0,0,31.14025,121.61365,6,17,15080105,0,0,0,0,0,0,0,0,0,0,0,0,0
188,10,0,3,6.9,6.9,6.9,30.90479,121.39721,13,17,15080106,0,0,0,0,0,0,0,0,0,1,0,0,0
189,12,0,3,0,0,0,31.38982,121.68689,18,17,15080123,0,0,0,0,0,0,0,0,0,0,0,0,0
190,17,0,3,0,0,0,31.13905,121.50094,6,17,15080147,0,0,0,0,0,0,0,0,1,0,0,0,0
191,12,0,3,0,0,0,30.73539,121.35964,14,17,15080171,0,0,0,0,0,0,0,0,0,0,0,0,0
192,12,0,3,7,7,7,31.04122,121.75646,6,17,15080198,55,3,22,5,4,1,1,19,12,2,1,0,0
193,9,0,3,0,0,0,31.23323,121.47137,15,11,15080199,0,0,0,0,0,0,0,0,0,0,0,0,1
194,10,0,3,0,0,0,31.23886,121.48827,15,17,15080209,0,0,0,0,0,0,0,0,0,18,0,0,1
195,14,0,1,0,0,0,31.10373,121.23349,17,17,15080225,9,0,4,2,0,0,0,3,1,1,1,0,1
196,22,0,3,0,0,0,30.91665,121.45583,13,17,15080230,0,0,0,0,0,0,0,0,0,0,0,0,0
197,11,0,1,0,0,0,31.21873,121.42269,5,6,15080258,0,0,0,0,0,0,0,0,0,0,0,0,0
198,16,0,3,0,0,0,31.21669,121.48852,15,17,15080368,0,0,0,0,0,0,0,0,0,0,0,0,0
199,12,0,3,0,0,0,31.01453,121.20833,17,17,15080402,0,0,0,0,0,0,0,0,0,0,0,0,0
200,11,0,1,0,0,0,31.22395,121.64749,6,17,15080444,0,0,0,0,0,0,0,0,0,1,0,0,0
201,12,0,3,0,0,0,31.13483,121.40032,12,17,15080466,0,0,0,0,0,0,0,0,0,0,0,0,1
202,14,0,1,0,0,0,31.19948,121.66355,6,17,15080501,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,3,0,0,0,31.21926,121.43761,11,3,15080539,0,0,0,0,0,0,0,0,0,0,0,0,0
204,12,0,3,0,0,0,31.22572,121.44701,11,3,15080540,0,0,0,0,0,0,0,0,0,0,0,0,1
205,12,0,3,0,0,0,31.28155,121.50811,16,17,15080547,37,0,23,5,0,0,0,9,5,8,18,0,1
206,0,0,1,0,0,0,31.33718,121.58612,6,17,15080563,0,0,0,0,0,0,0,0,0,4,0,0,0
207,14,0,3,0,0,0,31.01023,121.254,17,17,15080565,0,0,0,0,0,0,0,0,0,0,1,0,0
208,14,0,3,0,0,0,31.25215,121.45946,3,17,15080627,0,0,0,0,0,0,0,0,0,0,0,0,1
209,13,0,3,6.9,6.9,6.9,31.00086,121.42549,12,17,15080644,0,0,0,0,0,0,0,0,0,1,0,0,0
210,13,0,3,0,0,0,31.06731,121.39971,12,17,15080656,0,0,0,0,0,0,0,0,0,0,0,0,1
211,10,0,3,0,0,0,31.23941,121.44954,11,17,15080658,0,0,0,0,0,0,0,0,0,0,0,0,0
212,11,0,2,0,0,0,31.23963,121.40561,4,17,15080732,15,0,3,6,0,0,0,6,0,0,0,0,0
213,3,0,3,0,0,0,31.00205,121.42562,12,17,15080748,4,0,2,1,0,0,0,1,0,2,1,0,0
214,14,0,2,7,7,7,31.29008,121.4878,9,17,15080753,0,0,0,0,0,0,0,0,0,1,0,0,1
215,22,0,3,0,0,0,30.9473,121.64607,13,17,15080769,0,0,0,0,0,0,0,0,0,0,0,0,0
216,3,0,3,0,0,0,31.12372,121.42517,12,17,15080834,6,0,0,1,0,0,0,5,0,0,1,0,0
217,12,0,3,0,0,0,31.30748,121.40457,2,17,15080883,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2,0,1,0,0,0,31.20182,121.42208,5,17,15080891,0,0,0,0,0,0,0,0,0,1,0,0,0
219,15,0,3,0,0,0,31.3401,121.45606,2,17,15080908,0,0,0,0,0,0,0,0,0,0,0,0,0
220,24,0,3,0,0,0,31.06828,121.53523,12,17,15080913,0,0,0,0,0,0,0,0,0,0,0,0,0
221,12,1,3,0,0,0,31.17885,121.53575,6,8,15080951,144,37,37,1,6,15,0,48,14,4,10,1,0
222,3,0,2,0,0,0,31.23974,121.43743,4,17,15080965,0,0,0,0,0,0,0,0,0,1,0,0,1
223,13,0,3,0,0,0,31.1861,121.38639,12,17,15081034,0,0,0,0,0,0,0,0,0,0,0,0,0
224,11,0,3,0,0,0,30.80731,121.29014,14,17,15081066,0,0,0,0,0,0,0,0,0,1,0,0,0
225,12,0,1,0,0,0,31.21966,121.46661,10,12,15081104,0,0,0,0,0,0,0,0,0,4,1,0,0
226,2,0,1,0,0,0,31.21632,121.37274,5,17,15081169,63,8,12,4,0,0,0,39,2,2,0,0,1
227,9,0,2,0,0,0,31.25742,121.50533,9,17,15081199,0,0,0,0,0,0,0,0,0,2,0,0,1
228,11,0,3,0,0,0,31.29036,121.30873,1,17,15081215,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,1,0,0,0,31.14413,121.53057,6,17,15081258,0,0,0,0,0,0,0,0,0,0,0,0,0
230,11,0,3,0,0,0,30.7218,121.33828,14,17,15081266,0,0,0,0,0,0,0,0,0,0,0,0,0
231,11,0,3,0,0,0,31.32408,121.18814,1,17,15081334,0,0,0,0,0,0,0,0,0,0,0,0,0
232,14,0,1,0,0,0,31.20316,121.47452,10,17,15081396,44,0,1,0,0,0,22,21,0,2,1,0,1
233,14,0,3,0,0,0,31.31327,121.45656,3,17,15081406,0,0,0,0,0,0,0,0,0,0,0,0,0
234,13,0,3,6.9,7,7,31.38623,121.25131,1,17,15081446,0,0,0,0,0,0,0,0,0,2,0,0,0
235,14,0,3,6.9,0,6.9,31.22088,121.28165,12,17,15081519,0,0,0,0,0,0,0,0,0,1,0,0,0
236,13,0,2,6.9,6.9,6.9,31.24554,121.48342,9,17,15086403,29,2,14,0,0,0,0,13,0,3,0,0,1
237,12,0,1,6.9,6.9,6.9,31.18325,121.69331,6,17,15087162,0,0,0,0,0,0,0,0,0,1,0,0,0
238,12,0,3,0,0,0,31.21898,121.45799,11,3,15102489,0,0,0,0,0,0,0,0,0,0,0,0,0
239,4,0,3,0,0,0,31.17129,121.37087,12,17,15116176,0,0,0,0,0,0,0,0,0,2,0,0,0
240,12,1,3,0,0,0,31.30044,121.51589,16,7,15120737,0,0,0,0,0,0,0,0,0,29,0,0,0
241,9,0,2,0,0,0,31.22704,121.22655,8,17,15594318,0,0,0,0,0,0,0,0,0,0,0,0,0
242,12,0,1,0,0,0,31.16673,121.63716,6,9,15594320,0,0,0,0,0,0,0,0,0,0,0,0,0
243,12,0,1,0,0,0,31.14398,121.48333,6,17,15598184,0,0,0,0,0,0,0,0,0,0,0,0,0
244,9,0,2,7,7,7,31.2571,121.50402,9,17,15598202,0,0,0,0,0,0,0,0,0,1,0,0,1
245,11,0,3,0,0,0,31.22875,121.49242,15,17,15598471,0,0,0,0,0,0,0,0,0,0,0,0,1
