,Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,Shopid,District,Area,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins
539,12,0,1,0,0,0,39.97833,116.31511,22271615,1,9,0,0,0,0,0,0,0,0,0,31,0
540,14,0,0,0,0,0,39.98607,116.3127,22297736,1,9,0,0,0,0,0,0,0,0,0,0,0
541,10,0,3,0,0,0,39.94134,116.35244,22301653,3,17,0,0,0,0,0,0,0,0,0,0,0
542,12,0,3,0,0,0,39.97088,116.43493,22302422,4,17,0,0,0,0,0,0,0,0,0,2,0
543,9,0,0,0,0,0,39.95917,116.35322,22307785,1,17,0,0,0,0,0,0,0,0,0,0,0
544,16,0,0,0,0,0,39.91509,116.53948,22339950,4,17,0,0,0,0,0,0,0,0,0,3,0
545,12,0,2,0,0,7,0,0,22345171,16,17,0,0,0,0,0,0,0,0,0,2,0
547,8,0,2,0,0,0,39.9223,116.4181,22348689,2,3,0,0,0,0,0,0,0,0,0,1,0
548,10,0,2,0,0,0,39.94218,116.43555,22363066,2,17,0,0,0,0,0,0,0,0,0,0,0
549,12,0,1,0,0,0,39.92172,116.43944,22364152,4,6,0,0,0,0,0,0,0,0,0,3,0
550,11,0,0,0,0,0,40.02973,116.35153,22395246,5,17,0,0,0,0,0,0,0,0,0,0,0
551,11,0,3,0,7,0,39.92485,116.51758,22396737,4,17,0,0,0,0,0,0,0,0,0,3,0
552,11,0,3,7,7,7,0,0,22409702,15,17,0,0,0,0,0,0,0,0,0,1,0
553,15,0,0,0,0,0,0,0,22416866,4,17,0,0,0,0,0,0,0,0,0,0,0
554,10,0,0,0,0,0,0,0,22422989,4,10,0,0,0,0,0,0,0,0,0,0,0
555,12,0,1,0,0,6.9,39.976,116.32372,22423842,1,17,135,11,34,6,2,1,4,77,9,8,2
556,16,0,2,0,0,0,39.9429,116.44415,22424829,2,17,0,0,0,0,0,0,0,0,0,0,0
557,11,0,3,0,0,0,39.88976,116.28228,22427518,5,17,0,0,0,0,0,0,0,0,0,3,0
558,0,0,3,0,0,0,39.8044,116.49997,22438293,7,17,0,0,0,0,0,0,0,0,0,0,0
559,12,0,1,0,0,0,39.92487,116.59555,22446696,4,17,0,0,0,0,0,0,0,0,0,4,0
561,9,0,2,0,0,0,0,0,22454820,2,17,0,0,0,0,0,0,0,0,0,1,0
562,12,0,3,0,0,0,39.90542,116.6372,22454882,9,17,0,0,0,0,0,0,0,0,0,1,0
563,12,0,3,0,0,0,39.8786,116.67839,22457136,9,17,0,0,0,0,0,0,0,0,0,0,0
564,12,0,0,0,0,0,39.85613,116.28355,22462532,5,17,0,0,0,0,0,0,0,0,0,0,0
565,11,0,3,0,0,0,39.92346,116.51793,22465666,4,17,0,0,0,0,0,0,0,0,0,1,0
566,15,0,0,0,0,0,39.6879,116.32429,22465994,7,17,0,0,0,0,0,0,0,0,0,0,0
568,22,0,3,0,0,0,40.22434,116.25032,22481534,10,17,0,0,0,0,0,0,0,0,0,0,0
569,0,1,3,0,0,0,39.75314,116.21312,22482702,15,17,0,0,0,0,0,0,0,0,0,41,0
570,10,0,0,0,0,0,39.97003,116.32086,22511939,1,17,0,0,0,0,0,0,0,0,0,2,0
571,10,0,3,0,0,0,39.96623,116.66471,22516579,9,17,0,0,0,0,0,0,0,0,0,0,0
572,14,0,0,0,0,0,39.93229,116.281,22544142,1,17,0,0,0,0,0,0,0,0,0,0,0
573,11,0,0,0,7,0,39.84702,116.2918,22574924,5,17,0,0,0,0,0,0,0,0,0,2,0
574,8,0,0,0,0,0,39.84676,116.43368,22636952,5,17,0,0,0,0,0,0,0,0,0,0,0
575,13,0,3,0,0,0,39.93999,116.10106,22641646,10,17,0,0,0,0,0,0,0,0,0,0,0
576,14,0,0,0,0,0,0,0,22644344,1,17,0,0,0,0,0,0,0,0,0,0,0
577,12,0,2,0,0,0,39.94013,116.43568,22649606,2,17,0,0,0,0,0,0,0,0,0,0,0
578,13,0,0,0,0,0,39.97294,116.30717,22657887,1,17,0,0,0,0,0,0,0,0,0,0,0
579,13,0,0,0,0,0,40.02554,116.26913,22660085,1,17,0,0,0,0,0,0,0,0,0,2,0
580,10,0,0,0,0,0,39.90612,116.2954,22676674,1,17,0,0,0,0,0,0,0,0,0,1,0
581,17,0,1,0,0,0,39.96217,116.49211,22680551,4,12,0,0,0,0,0,0,0,0,0,0,0
582,11,1,3,0,0,0,40.01268,116.37145,22680617,4,17,0,0,0,0,0,0,0,0,0,7,0
584,9,0,0,0,0,0,39.93466,116.44481,22690878,4,14,0,0,0,0,0,0,0,0,0,0,0
586,10,0,0,0,0,0,39.94695,116.32387,22706415,1,17,0,0,0,0,0,0,0,0,0,3,0
587,10,0,0,0,0,0,0,0,22718558,4,17,0,0,0,0,0,0,0,0,0,1,0
589,16,0,0,0,0,0,0,0,22807789,5,17,0,0,0,0,0,0,0,0,0,0,0
590,9,0,3,7,7,7,39.90791,116.35864,22816409,3,17,0,0,0,0,0,0,0,0,0,1,0
591,11,0,2,0,0,0,39.88909,116.47232,22817815,4,16,0,0,0,0,0,0,0,0,0,1,0
592,12,0,3,6.9,6.9,6.9,0,0,22821444,10,17,0,0,0,0,0,0,0,0,0,4,0
593,14,0,0,0,0,0,39.93424,116.24024,22831922,1,17,0,0,0,0,0,0,0,0,0,0,0
595,15,0,0,0,0,0,0,0,22873597,4,14,0,0,0,0,0,0,0,0,0,0,0
596,12,0,1,0,0,0,39.98452,116.49536,22884319,4,12,0,0,0,0,0,0,0,0,0,3,0
597,8,0,1,0,0,0,39.90619,116.45915,22891798,4,7,0,0,0,0,0,0,0,0,0,0,0
598,10,0,1,0,0,0,40.03521,116.50581,22900885,4,17,0,0,0,0,0,0,0,0,0,0,0
599,11,0,3,0,0,0,39.91955,116.45004,22907846,4,6,0,0,0,0,0,0,0,0,0,6,0
605,0,0,3,0,0,0,39.76119,116.3478,22913285,7,17,0,0,0,0,0,0,0,0,0,0,0
612,15,0,2,0,0,0,39.85899,116.40276,22919608,5,17,0,0,0,0,0,0,0,0,0,0,0
613,14,1,3,0,8.9,0,39.92349,116.51761,22947234,4,17,0,0,0,0,0,0,0,0,0,59,15
616,9,0,0,0,0,0,39.96549,116.32369,23019428,1,17,0,0,0,0,0,0,0,0,0,0,0
617,12,0,3,0,0,0,39.89934,116.74753,23020925,9,17,0,0,0,0,0,0,0,0,0,0,0
618,13,0,3,0,0,0,39.91473,116.17806,23073703,6,17,0,0,0,0,0,0,0,0,0,1,0
619,10,0,0,0,0,0,0,0,23102039,4,17,0,0,0,0,0,0,0,0,0,0,0
620,10,0,0,0,0,0,0,0,23102137,4,17,0,0,0,0,0,0,0,0,0,0,0
621,10,0,3,0,0,0,39.87752,116.6662,23122481,9,17,0,0,0,0,0,0,0,0,0,0,0
622,12,1,3,0,0,0,0,0,23123682,7,17,0,0,0,0,0,0,0,0,0,1,0
623,9,0,1,0,0,0,39.92234,116.44926,23126400,4,6,0,0,0,0,0,0,0,0,0,0,0
624,10,0,0,0,0,0,0,0,23130714,5,17,0,0,0,0,0,0,0,0,0,0,0
625,16,0,0,0,0,0,39.92208,116.44195,23138099,4,6,0,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,23189365,4,7,0,0,0,0,0,0,0,0,0,0,0
627,12,0,0,0,0,0,39.85745,116.4471,23195053,5,17,0,0,0,0,0,0,0,0,0,3,0
629,12,0,2,6.9,0,6.9,40.01076,116.59589,23211111,4,17,0,0,0,0,0,0,0,0,0,7,0
630,9,0,0,6.9,7,7,39.96823,116.48932,23212452,4,12,0,0,0,0,0,0,0,0,0,1,0
631,13,1,1,0,0,0,39.93396,116.39643,23212755,3,17,0,0,0,0,0,0,0,0,0,124,0
633,0,0,0,0,0,0,0,0,23226328,4,17,0,0,0,0,0,0,0,0,0,0,0
634,12,0,0,0,0,0,0,0,23226481,5,17,0,0,0,0,0,0,0,0,0,0,0
635,12,0,1,0,0,0,39.91089,116.37309,23231091,3,1,0,0,0,0,0,0,0,0,0,0,0
636,11,1,1,0,0,8,39.85245,116.39971,23292415,5,17,160,42,49,10,1,9,3,46,7,69,5
637,10,0,0,0,0,0,0,0,23296841,5,17,0,0,0,0,0,0,0,0,0,0,0
638,12,0,3,0,0,0,39.94028,116.3725,23301148,3,17,0,0,0,0,0,0,0,0,0,11,0
639,8,0,0,0,0,0,39.84628,116.31764,23308008,5,17,0,0,0,0,0,0,0,0,0,0,0
640,24,0,3,0,0,0,39.89574,116.39474,23313488,3,17,0,0,0,0,0,0,0,0,0,7,0
641,15,0,0,0,0,0,39.95503,116.56349,23337295,4,17,0,0,0,0,0,0,0,0,0,0,0
642,8,0,0,0,0,0,0,0,23346642,5,17,0,0,0,0,0,0,0,0,0,0,0
643,12,0,1,0,0,0,0,0,23366199,4,17,0,0,0,0,0,0,0,0,0,1,0
644,11,0,3,0,0,0,39.90925,116.47464,23367382,4,11,338,138,38,4,14,9,2,133,8,9,3
645,10,0,0,0,0,0,39.9054,116.26506,23381514,1,17,0,0,0,0,0,0,0,0,0,0,0
646,10,0,0,7,7,7,0,0,23404595,1,17,0,0,0,0,0,0,0,0,0,1,0
647,11,1,0,0,0,0,0,0,23406064,4,17,0,0,0,0,0,0,0,0,0,1,0
648,15,0,2,0,0,0,39.9137,116.41022,23419738,2,3,0,0,0,0,0,0,0,0,0,2,0
649,12,0,3,7.9,7.9,7.9,0,0,23480614,3,17,0,0,0,0,0,0,0,0,0,4,0
650,9,0,3,0,0,0,39.94139,116.3525,23480711,3,17,0,0,0,0,0,0,0,0,0,1,0
651,9,0,1,0,0,0,39.90014,116.47033,23485509,4,17,0,0,0,0,0,0,0,0,0,0,0
652,12,0,3,7.9,0,7.9,39.90945,116.37547,23485552,3,1,0,0,0,0,0,0,0,0,0,3,0
653,12,0,3,0,0,0,39.91132,116.37444,23495196,3,1,0,0,0,0,0,0,0,0,0,3,0
654,11,0,1,6.9,6.9,6.9,40.03073,116.43709,23495746,4,17,0,0,0,0,0,0,0,0,0,1,0
655,9,0,0,0,0,0,0,0,23498514,4,17,0,0,0,0,0,0,0,0,0,0,0
656,12,0,3,0,7,0,39.91438,116.37558,23503125,12,17,0,0,0,0,0,0,0,0,0,4,0
657,19,0,0,0,0,0,0,0,23512680,1,17,0,0,0,0,0,0,0,0,0,0,0
659,12,0,3,0,0,0,39.90826,116.35847,23529622,3,17,0,0,0,0,0,0,0,0,0,0,0
660,12,0,3,0,0,0,39.91137,116.37438,23530559,3,1,0,0,0,0,0,0,0,0,0,0,0
661,8,0,0,0,7,0,0,0,23537939,4,10,0,0,0,0,0,0,0,0,0,1,0
662,10,0,0,0,0,0,39.91885,116.45932,23553485,4,7,0,0,0,0,0,0,0,0,0,0,0
663,11,0,3,0,0,0,39.96168,116.43956,23559995,4,17,0,0,0,0,0,0,0,0,0,4,0
664,12,0,2,0,0,0,0,0,23571946,2,3,0,0,0,0,0,0,0,0,0,0,0
665,10,0,0,0,0,0,39.87457,116.39537,23586348,1,13,0,0,0,0,0,0,0,0,0,7,0
666,10,0,0,0,0,0,0,0,23586746,5,17,0,0,0,0,0,0,0,0,0,0,0
667,13,0,1,0,0,0,39.96282,116.45745,23594309,4,17,0,0,0,0,0,0,0,0,0,0,0
668,11,0,3,0,0,0,39.91089,116.37309,23596646,4,17,0,0,0,0,0,0,0,0,0,7,0
669,14,0,2,0,0,0,39.92373,116.4382,23597304,4,17,0,0,0,0,0,0,0,0,0,0,0
670,13,0,0,0,0,0,39.98416,116.35325,23598594,1,17,0,0,0,0,0,0,0,0,0,3,0
671,11,0,1,7.9,0,8,39.99854,116.48231,23617665,4,10,21,1,16,0,0,0,0,4,11,34,24
672,9,0,0,0,0,0,40.06337,116.34159,23618227,10,17,0,0,0,0,0,0,0,0,0,1,0
673,11,0,0,7,7,7,39.84778,116.28525,23624973,5,17,0,0,0,0,0,0,0,0,0,1,0
674,11,0,0,0,0,0,39.97193,116.44786,23634272,4,17,0,0,0,0,0,0,0,0,0,1,0
675,12,1,3,9,0,0,39.92457,116.59888,23644220,4,17,0,0,0,0,0,0,0,0,0,89,0
676,11,0,2,0,0,0,39.84716,116.29225,23647362,5,17,0,0,0,0,0,0,0,0,0,8,0
677,9,1,3,0,0,6.9,39.90785,116.3522,23659310,3,17,0,0,0,0,0,0,0,0,0,1,0
678,16,1,3,0,0,0,39.81799,116.29057,23675378,5,17,0,0,0,0,0,0,0,0,0,249,0
679,12,0,3,7.9,0,0,40.0007,116.39362,23680494,4,5,0,0,0,0,0,0,0,0,0,16,0
680,12,1,3,0,0,0,39.92554,116.656,23713297,9,17,0,0,0,0,0,0,0,0,0,1,0
681,12,0,3,0,0,0,39.992,116.46903,23717245,4,10,0,0,0,0,0,0,0,0,0,2,0
682,12,0,3,0,0,0,40.07587,116.3193,23718507,10,17,0,0,0,0,0,0,0,0,0,0,0
683,13,0,1,0,0,0,39.97066,116.40121,23719792,4,17,0,0,0,0,0,0,0,0,0,0,0
684,8,0,0,0,0,0,0,0,23734873,5,17,0,0,0,0,0,0,0,0,0,0,0
688,12,0,0,0,0,0,39.92494,116.59837,23882174,4,17,0,0,0,0,0,0,0,0,0,0,0
689,15,0,2,0,0,0,39.90918,116.41512,23895221,2,3,0,0,0,0,0,0,0,0,0,0,0
690,8,0,0,0,0,0,39.85311,116.34538,23925680,5,17,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,23945172,4,17,0,0,0,0,0,0,0,0,0,0,0
692,15,0,3,0,0,0,39.90708,116.64656,23958763,9,17,0,0,0,0,0,0,0,0,0,16,0
693,12,0,0,0,0,0,0,0,23968092,5,17,0,0,0,0,0,0,0,0,0,1,0
694,8,0,0,0,0,0,0,0,23984111,5,17,0,0,0,0,0,0,0,0,0,1,0
695,12,1,3,0,0,6.9,0,0,24006798,7,17,0,0,0,0,0,0,0,0,0,1,0
696,8,0,0,0,0,0,0,0,24016270,5,17,0,0,0,0,0,0,0,0,0,1,0
697,12,1,3,0,8.9,0,40.23355,116.16872,24033972,10,17,115,80,14,2,1,0,0,18,0,133,14
698,14,0,2,0,0,0,39.91581,116.41098,24047636,2,17,0,0,0,0,0,0,0,0,0,1,0
699,12,0,3,0,0,0,0,0,24047781,10,17,0,0,0,0,0,0,0,0,0,2,0
701,16,0,2,0,0,0,39.90032,116.41849,24057365,2,17,0,0,0,0,0,0,0,0,0,0,0
702,11,1,0,0,0,0,39.89815,116.41809,24058977,2,17,0,0,0,0,0,0,0,0,0,15,0
703,12,0,3,0,0,5.9,0,0,24059011,4,17,0,0,0,0,0,0,0,0,0,1,0
704,23,0,1,0,0,0,39.86354,116.51377,24064922,4,17,0,0,0,0,0,0,0,0,0,0,0
705,13,0,3,0,0,0,39.94699,116.37124,24068422,3,17,0,0,0,0,0,0,0,0,0,1,0
706,12,0,1,0,0,0,0,0,24068672,4,17,0,0,0,0,0,0,0,0,0,0,0
707,10,0,0,0,0,0,39.90668,116.47629,24070924,4,11,0,0,0,0,0,0,0,0,0,0,0
708,12,0,0,0,0,0,39.93405,116.44963,24072077,3,17,0,0,0,0,0,0,0,0,0,1,0
709,11,0,3,0,0,0,0,0,24085148,8,17,0,0,0,0,0,0,0,0,0,0,0
710,15,0,2,0,0,0,0,0,24087192,2,17,0,0,0,0,0,0,0,0,0,1,0
711,8,0,3,0,0,0,40.0925,116.3228,24111053,10,17,0,0,0,0,0,0,0,0,0,1,0
713,16,0,3,0,0,0,39.56957,115.71405,24266459,15,17,0,0,0,0,0,0,0,0,0,1,0
714,12,0,3,0,0,0,39.89667,116.37593,24272904,3,17,0,0,0,0,0,0,0,0,0,0,0
715,8,0,0,0,0,0,39.88921,116.26759,24275143,5,17,0,0,0,0,0,0,0,0,0,0,0
716,12,0,2,0,0,0,0,0,24292747,11,17,0,0,0,0,0,0,0,0,0,0,0
717,12,0,3,0,0,0,39.88482,116.33405,24302610,3,17,0,0,0,0,0,0,0,0,0,1,0
718,15,0,0,0,0,0,0,0,24330008,4,17,0,0,0,0,0,0,0,0,0,0,0
719,0,0,3,0,0,0,39.73269,116.14178,24339093,15,17,0,0,0,0,0,0,0,0,0,4,0
720,10,0,0,0,7,0,39.91646,116.52724,24435923,4,17,0,0,0,0,0,0,0,0,0,0,0
721,12,0,3,9,7,6,39.90589,116.39223,24440091,3,17,0,0,0,0,0,0,0,0,0,0,0
723,13,0,3,0,0,6.9,39.94039,116.43571,24465188,2,17,154,31,16,7,8,1,1,90,3,6,3
724,10,0,1,0,0,0,39.86596,116.4655,24494611,4,17,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,39.85873,116.47146,24494770,4,17,0,0,0,0,0,0,0,0,0,0,0
726,15,0,0,0,0,0,39.83437,116.28571,24500211,5,17,0,0,0,0,0,0,0,0,0,0,0
727,11,0,3,0,0,0,39.94899,116.46295,24507598,4,4,0,0,0,0,0,0,0,0,0,1,0
728,9,0,1,0,0,0,0,0,24507816,4,15,0,0,0,0,0,0,0,0,0,0,0
729,12,0,3,0,0,0,39.9079,116.35863,24530649,4,17,0,0,0,0,0,0,0,0,0,1,0
730,3,0,1,0,0,0,39.92208,116.44195,24593572,4,6,0,0,0,0,0,0,0,0,0,1,0
731,12,0,3,0,0,0,0,0,24595596,3,17,0,0,0,0,0,0,0,0,0,1,0
732,11,0,3,0,0,0,39.73067,116.13628,24607771,15,17,0,0,0,0,0,0,0,0,0,0,0
733,9,0,1,0,0,0,39.9159,116.492,24621232,4,17,0,0,0,0,0,0,0,0,0,1,0
734,13,0,3,0,0,0,39.90558,116.22469,24633351,6,17,0,0,0,0,0,0,0,0,0,0,0
735,12,0,3,0,0,0,0,0,24633670,8,17,0,0,0,0,0,0,0,0,0,0,0
736,12,0,2,0,0,0,0,0,24660206,2,17,0,0,0,0,0,0,0,0,0,1,0
738,11,0,3,0,0,0,39.73067,116.13628,24673046,15,17,0,0,0,0,0,0,0,0,0,0,0
739,11,0,0,0,0,0,39.89767,116.45982,24674831,4,16,126,53,21,0,8,3,1,40,2,1,2
740,11,0,3,0,0,0,39.88745,116.32524,24725638,3,17,0,0,0,0,0,0,0,0,0,0,0
741,10,0,3,0,0,0,40.07153,116.33116,24727080,10,17,0,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,39.91273,116.47809,24741275,4,11,0,0,0,0,0,0,0,0,0,0,0
743,13,0,1,0,0,0,39.92349,116.51761,24760690,4,17,0,0,0,0,0,0,0,0,0,0,0
744,13,0,0,0,0,0,39.9403,116.37285,24768056,3,17,0,0,0,0,0,0,0,0,0,11,0
745,13,0,0,0,0,0,39.90387,116.2635,24779289,1,17,0,0,0,0,0,0,0,0,0,0,0
746,12,0,3,0,0,0,0,0,24781870,7,17,0,0,0,0,0,0,0,0,0,0,0
747,12,0,2,7,0,0,39.93392,116.44821,24826249,4,14,67,21,15,2,3,1,3,22,5,4,1
748,12,0,1,0,0,0,39.91224,116.30312,24826257,1,17,34,7,4,1,1,2,0,19,1,3,0
749,12,0,3,0,0,0,0,0,24829070,9,17,0,0,0,0,0,0,0,0,0,0,0
751,10,0,0,0,0,0,39.83198,116.28753,24838014,5,17,0,0,0,0,0,0,0,0,0,1,0
752,15,0,2,0,0,0,39.93838,116.43601,24842566,2,17,0,0,0,0,0,0,0,0,0,0,0
753,13,0,0,0,0,0,39.90804,116.30607,24843142,1,17,0,0,0,0,0,0,0,0,0,0,0
754,6,0,0,0,0,0,39.97885,116.36849,24844796,1,17,0,0,0,0,0,0,0,0,0,0,0
755,16,0,0,0,0,0,39.97045,116.32092,24846536,1,17,0,0,0,0,0,0,0,0,0,0,0
756,13,0,0,0,0,0,39.96681,116.32554,24873270,1,17,0,0,0,0,0,0,0,0,0,0,0
757,19,0,0,0,0,0,0,0,24874781,1,17,0,0,0,0,0,0,0,0,0,0,0
758,13,0,3,0,0,0,39.91405,116.37367,24879064,3,1,0,0,0,0,0,0,0,0,0,1,0
759,11,0,3,0,0,0,0,116.58428,24898514,4,17,0,0,0,0,0,0,0,0,0,0,2
760,5,0,1,0,0,0,0,0,24902995,4,17,0,0,0,0,0,0,0,0,0,17,0
761,12,0,2,0,0,0,39.84638,116.42737,24913207,5,17,21,0,13,2,1,0,0,5,6,52,15
762,15,0,0,0,0,0,39.93142,116.50325,24917631,4,17,0,0,0,0,0,0,0,0,0,0,0
763,12,0,3,0,0,0,0,0,24924721,10,17,0,0,0,0,0,0,0,0,0,0,0
764,12,0,3,0,0,0,0,0,24939915,4,17,0,0,0,0,0,0,0,0,0,2,0
765,10,0,0,0,0,0,39.96685,116.32582,24953298,1,17,0,0,0,0,0,0,0,0,0,1,0
767,0,0,0,0,0,0,0,0,24977456,4,7,0,0,0,0,0,0,0,0,0,0,0
768,9,0,1,0,0,0,0,0,24987005,4,17,0,0,0,0,0,0,0,0,0,1,0
769,0,0,3,0,0,0,40.06602,116.347,25036480,10,17,0,0,0,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,39.94064,116.39766,25041866,2,17,0,0,0,0,0,0,0,0,0,16,0
772,11,0,0,0,0,0,0,0,25178166,4,7,0,0,0,0,0,0,0,0,0,1,0
784,12,0,3,7.9,0,0,39.91136,116.37436,26211223,3,1,0,0,0,0,0,0,0,0,0,17,0
785,13,0,3,0,0,0,39.73159,116.34297,26217500,7,17,0,0,0,0,0,0,0,0,0,0,0
786,13,0,3,0,0,0,39.73159,116.34297,26217563,7,17,0,0,0,0,0,0,0,0,0,0,0
788,10,0,0,0,0,0,39.99937,116.39391,26223983,4,5,0,0,0,0,0,0,0,0,0,0,0
793,11,0,3,0,0,0,39.96441,116.44296,26440708,4,17,0,0,0,0,0,0,0,0,0,3,0
798,12,0,3,0,0,0,39.92515,116.59896,26913457,4,17,145,3,89,6,0,1,0,46,49,5,5
800,11,0,0,0,0,0,39.90955,116.45114,26915741,4,2,0,0,0,0,0,0,0,0,0,1,0
801,9,0,1,0,0,0,39.95823,116.46471,26951058,4,4,0,0,0,0,0,0,0,0,0,0,0
802,12,0,1,0,0,0,40.03148,116.33607,26965921,1,17,0,0,0,0,0,0,0,0,0,5,0
803,15,0,2,0,0,0,39.88275,116.42126,26966058,2,17,0,0,0,0,0,0,0,0,0,0,0
804,15,0,2,0,0,0,39.8945,116.43901,26966088,2,17,0,0,0,0,0,0,0,0,0,0,0
805,8,0,0,0,0,0,39.85594,116.28947,26974054,5,17,0,0,0,0,0,0,0,0,0,0,0
807,8,0,0,0,0,0,39.80143,116.36746,26999749,5,17,0,0,0,0,0,0,0,0,0,0,0
808,13,0,3,0,0,0,39.9189,116.37374,27015135,3,1,0,0,0,0,0,0,0,0,0,3,0
809,11,0,3,0,0,0,39.76959,116.17096,27022431,15,17,0,0,0,0,0,0,0,0,0,0,0
810,11,0,2,0,0,0,0,0,27023099,10,17,0,0,0,0,0,0,0,0,0,0,0
811,12,0,0,0,0,0,39.86182,116.432,27031237,5,17,0,0,0,0,0,0,0,0,0,0,0
812,9,0,0,0,0,0,39.87815,116.48693,27034152,4,17,0,0,0,0,0,0,0,0,0,0,0
813,14,1,0,0,0,0,39.83337,116.30301,27034746,5,17,0,0,0,0,0,0,0,0,0,3,0
815,15,0,0,0,0,0,39.92503,116.59555,27124036,4,17,0,0,0,0,0,0,0,0,0,0,0
816,8,0,0,0,0,0,39.87652,116.29047,27124044,5,17,0,0,0,0,0,0,0,0,0,0,0
817,12,0,3,0,0,0,39.9079,116.35863,27124060,3,17,0,0,0,0,0,0,0,0,0,0,0
818,23,0,2,0,0,0,39.89862,116.42592,27124080,2,17,0,0,0,0,0,0,0,0,0,0,0
819,14,0,0,0,0,0,40.00642,116.35253,27124603,1,17,0,0,0,0,0,0,0,0,0,2,0
820,14,0,3,0,0,0,0,0,27138601,3,17,0,0,0,0,0,0,0,0,0,0,0
821,14,0,2,0,8,0,39.93441,116.45446,27149801,4,14,0,0,0,0,0,0,0,0,0,17,0
822,11,0,3,0,0,0,39.76471,116.33482,27230840,15,17,0,0,0,0,0,0,0,0,0,0,0
823,14,0,0,0,0,0,40.0305,116.34348,27241474,1,17,0,0,0,0,0,0,0,0,0,2,0
824,16,0,0,0,0,0,39.91373,116.59097,27241479,4,17,0,0,0,0,0,0,0,0,0,0,0
825,12,0,1,0,0,0,39.97981,116.31634,27241481,1,9,0,0,0,0,0,0,0,0,0,1,0
826,12,0,3,0,0,0,39.89305,116.64269,27241482,9,17,0,0,0,0,0,0,0,0,0,0,0
827,10,0,0,0,0,0,39.90802,116.30338,27249152,1,17,0,0,0,0,0,0,0,0,0,0,0
828,10,0,0,0,0,0,39.97137,116.32115,27254152,1,17,0,0,0,0,0,0,0,0,0,0,0
829,12,0,1,0,0,0,39.95191,116.45704,27254675,4,4,0,0,0,0,0,0,0,0,0,0,0
830,0,1,3,7.9,0,0,0,0,27274279,15,17,0,0,0,0,0,0,0,0,0,9,0
831,8,0,3,0,0,0,40.0788,116.44132,27288784,10,17,0,0,0,0,0,0,0,0,0,1,0
832,6,0,0,0,0,0,39.98805,116.42465,27298049,4,5,0,0,0,0,0,0,0,0,0,0,0
833,12,0,3,0,0,0,0,0,27298088,3,17,0,0,0,0,0,0,0,0,0,0,0
835,12,0,0,0,0,0,39.90797,116.30409,27318313,1,17,0,0,0,0,0,0,0,0,0,1,0
836,12,0,1,0,0,0,39.86968,116.45978,27329440,4,17,0,0,0,0,0,0,0,0,0,1,0
838,12,0,3,0,0,0,39.98454,116.38129,27386256,4,17,0,0,0,0,0,0,0,0,0,1,0
840,11,1,0,0,7,0,39.88946,116.33762,27477874,3,17,0,0,0,0,0,0,0,0,0,146,0
841,11,0,0,0,0,0,0,0,27490008,4,10,0,0,0,0,0,0,0,0,0,1,0
842,15,0,2,0,0,0,0,0,27498073,2,17,0,0,0,0,0,0,0,0,0,1,0
843,14,0,0,0,0,0,39.86449,116.30507,27503943,5,17,0,0,0,0,0,0,0,0,0,0,0
844,13,0,3,0,7,6.9,0,0,27512415,10,17,0,0,0,0,0,0,0,0,0,4,0
845,12,0,3,0,0,0,39.87061,116.36551,27526543,3,17,0,0,0,0,0,0,0,0,0,27,0
846,12,0,3,0,0,0,39.81799,116.29057,27530052,5,17,0,0,0,0,0,0,0,0,0,9,0
847,12,0,0,0,0,0,39.89387,116.26974,27531491,5,17,0,0,0,0,0,0,0,0,0,0,0
848,10,1,1,0,0,0,39.90534,116.53996,27537432,4,17,0,0,0,0,0,0,0,0,0,1,0
850,12,0,2,0,8,0,39.89378,116.47397,27614659,4,16,0,0,0,0,0,0,0,0,0,7,0
855,13,0,1,0,0,0,40.00144,116.37417,28594632,4,17,0,0,0,0,0,0,0,0,0,0,0
856,10,0,3,0,0,0,0,0,28598131,3,1,0,0,0,0,0,0,0,0,0,0,0
857,12,0,3,0,0,0,40.10458,116.54335,28607027,8,17,0,0,0,0,0,0,0,0,0,2,0
858,11,1,3,0,0,0,40.21244,116.23639,28637151,10,17,67,35,4,0,2,3,0,23,1,15,8
859,13,0,1,0,0,0,39.76019,116.54565,28637262,9,17,0,0,0,0,0,0,0,0,0,3,0
881,9,0,1,0,0,0,39.85587,116.47605,32300639,4,17,0,0,0,0,0,0,0,0,0,0,0
882,12,0,1,0,0,0,39.91393,116.4581,32308717,4,2,0,0,0,0,0,0,0,0,0,5,0
883,9,0,1,0,0,0,39.97045,116.49132,32319594,4,12,0,0,0,0,0,0,0,0,0,1,0
884,6,0,0,0,0,0,39.97892,116.31113,32327128,1,9,0,0,0,0,0,0,0,0,0,0,0
885,13,0,0,0,0,0,39.9258,116.22958,32345198,1,17,0,0,0,0,0,0,0,0,0,0,0
886,12,0,3,0,0,0,39.74904,116.5609,32345554,9,17,0,0,0,0,0,0,0,0,0,0,0
