,Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,Shopid,District,Area,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins
1258,13,0,3,0,0,0,39.94139,116.35341,47823656,3,17,0,0,0,0,0,0,0,0,0,2,0
1259,13,0,3,0,0,0,39.92028,116.2066,48011356,6,17,0,0,0,0,0,0,0,0,0,0,0
1260,10,0,1,0,0,0,39.98163,116.44574,48125627,4,17,0,0,0,0,0,0,0,0,0,1,0
1261,12,0,3,0,0,0,39.97925,116.4607,48130846,4,10,0,0,0,0,0,0,0,0,0,3,0
1262,0,0,3,0,0,0,0,0,48143725,10,17,0,0,0,0,0,0,0,0,0,0,0
1263,10,0,0,0,0,0,39.89899,116.60338,48176790,4,17,0,0,0,0,0,0,0,0,0,0,0
1264,15,0,0,0,0,0,39.87129,116.46574,48177407,4,17,0,0,0,0,0,0,0,0,0,0,0
1265,15,0,2,0,0,0,39.94084,116.44065,48197966,2,17,0,0,0,0,0,0,0,0,0,0,0
1266,12,1,2,0,0,0,39.93889,116.41697,48232862,2,17,0,0,0,0,0,0,0,0,0,1,0
1267,12,0,2,0,0,0,39.94047,116.43262,48249095,2,17,0,0,0,0,0,0,0,0,0,0,0
1268,14,0,0,0,0,0,39.95194,116.28121,48261131,1,17,0,0,0,0,0,0,0,0,0,0,0
1269,11,0,3,0,0,0,40.18202,116.41708,48275937,10,17,0,0,0,0,0,0,0,0,0,0,0
1270,12,0,0,0,0,0,39.92987,116.44473,48306693,4,17,0,0,0,0,0,0,0,0,0,0,0
1271,9,0,0,0,0,0,39.98383,116.33027,48309001,1,17,0,0,0,0,0,0,0,0,0,0,0
1272,13,0,3,0,0,0,39.75747,116.33658,48309019,7,17,0,0,0,0,0,0,0,0,0,0,0
1273,15,0,0,0,0,0,39.93562,116.45385,48321170,4,17,0,0,0,0,0,0,0,0,0,0,0
1274,6,0,0,0,0,0,39.95886,116.28889,48365866,1,17,0,0,0,0,0,0,0,0,0,0,0
1275,13,0,3,0,0,0,39.90792,116.34506,48370242,3,17,0,0,0,0,0,0,0,0,0,0,0
1276,12,0,2,0,0,0,39.81382,116.36829,48381596,5,17,0,0,0,0,0,0,0,0,0,1,0
1277,16,0,0,0,0,0,39.81965,116.17085,48386156,5,17,0,0,0,0,0,0,0,0,0,0,0
1278,13,0,3,7,0,0,39.96908,116.3862,48403839,3,17,0,0,0,0,0,0,0,0,0,2,0
1279,0,0,0,0,0,0,39.90734,116.44706,48412006,4,17,0,0,0,0,0,0,0,0,0,0,0
1280,12,0,3,0,0,0,39.72736,116.34281,48412474,7,17,0,0,0,0,0,0,0,0,0,0,0
1281,0,0,3,0,0,0,39.72893,116.14175,48439209,15,17,0,0,0,0,0,0,0,0,0,0,0
1282,11,0,0,0,0,0,39.93568,116.45461,48486343,4,17,0,0,0,0,0,0,0,0,0,0,0
1283,10,0,3,0,0,0,40.16727,116.24539,48511980,10,17,0,0,0,0,0,0,0,0,0,0,0
1284,13,0,3,0,0,0,39.74629,116.34418,48599327,7,17,0,0,0,0,0,0,0,0,0,0,0
1285,12,0,3,0,0,0,40.23028,116.18969,48651275,10,17,0,0,0,0,0,0,0,0,0,0,0
1286,13,0,3,0,0,0,40.37572,116.84854,48671138,17,17,0,0,0,0,0,0,0,0,0,0,0
1287,9,0,3,0,0,0,39.88607,116.67836,48686646,9,17,0,0,0,0,0,0,0,0,0,0,0
1288,23,0,1,0,0,0,39.94964,116.47617,48694775,4,17,0,0,0,0,0,0,0,0,0,0,0
1289,13,0,1,0,0,0,39.89903,116.46759,48696139,4,17,0,0,0,0,0,0,0,0,0,0,0
1290,12,0,3,0,0,0,39.89011,116.65605,48709593,9,17,0,0,0,0,0,0,0,0,0,0,0
1291,12,0,3,0,0,0,39.93996,116.52231,48720587,4,17,0,0,0,0,0,0,0,0,0,0,0
1292,10,0,3,0,0,0,39.89666,116.37559,48720993,3,17,0,0,0,0,0,0,0,0,0,0,0
1293,17,0,1,0,0,0,39.96308,116.39982,48724188,4,17,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,3,0,0,0,39.72341,116.47171,48730779,7,17,0,0,0,0,0,0,0,0,0,0,0
1295,12,0,0,0,0,0,39.89596,116.32083,48761778,5,17,0,0,0,0,0,0,0,0,0,0,0
1296,13,1,3,0,0,0,39.90167,116.25214,48765620,6,17,0,0,0,0,0,0,0,0,0,1,0
1297,12,0,3,0,0,0,40.11509,116.75732,48791612,8,17,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,0,40.04781,116.44088,48799824,4,17,0,0,0,0,0,0,0,0,0,0,0
1299,12,0,3,0,0,0,39.80507,116.4452,48814335,7,17,0,0,0,0,0,0,0,0,0,0,0
1300,11,0,3,0,0,0,40.03486,116.66629,48828939,8,17,0,0,0,0,0,0,0,0,0,0,0
1301,11,0,3,0,0,0,39.69644,115.98407,48869583,15,17,0,0,0,0,0,0,0,0,0,0,0
1302,13,0,3,0,0,0,39.923,116.35824,48907677,3,17,0,0,0,0,0,0,0,0,0,0,0
1303,12,0,0,0,0,0,40.0386,116.42835,48927736,4,17,0,0,0,0,0,0,0,0,0,0,0
1304,24,0,3,0,0,0,39.88317,116.32679,48956223,3,17,0,0,0,0,0,0,0,0,0,1,0
1305,9,0,3,0,0,0,39.78118,116.52226,48961037,7,17,0,0,0,0,0,0,0,0,0,0,0
1306,11,0,0,0,0,0,39.96337,116.34607,49009827,1,17,0,0,0,0,0,0,0,0,0,0,0
1307,12,0,2,0,0,0,39.9487,116.43502,49010108,2,17,0,0,0,0,0,0,0,0,0,0,0
1308,15,0,0,0,0,0,39.93439,116.45415,49042880,4,17,0,0,0,0,0,0,0,0,0,0,0
1309,12,0,3,0,0,0,39.93552,116.11315,49058357,12,17,0,0,0,0,0,0,0,0,0,1,0
1310,11,0,0,0,0,0,39.98136,116.31531,49098260,1,17,0,0,0,0,0,0,0,0,0,0,0
1311,0,0,3,0,0,0,39.72386,116.15821,49138465,15,17,0,0,0,0,0,0,0,0,0,0,0
1312,12,0,3,0,0,0,39.93552,116.11299,49184804,12,17,0,0,0,0,0,0,0,0,0,0,0
1313,10,0,3,0,0,0,39.92862,116.35068,49196468,3,17,0,0,0,0,0,0,0,0,0,0,0
1314,12,0,3,0,0,0,40.13369,116.70475,49208213,8,17,0,0,0,0,0,0,0,0,0,0,0
1315,11,0,3,0,0,0,39.7048,116.14971,49251608,15,17,0,0,0,0,0,0,0,0,0,0,0
1316,13,0,3,0,0,0,39.75734,116.31746,49280258,7,17,0,0,0,0,0,0,0,0,0,0,0
1317,14,0,0,0,0,0,39.8884,116.27206,49283054,5,17,0,0,0,0,0,0,0,0,0,0,0
1318,12,0,3,0,0,0,39.77329,116.32167,49288974,7,17,0,0,0,0,0,0,0,0,0,0,0
1319,0,0,3,0,0,0,39.78367,116.40156,49300364,7,17,0,0,0,0,0,0,0,0,0,0,0
1320,12,0,3,0,0,0,40.22415,116.86267,49329425,8,17,0,0,0,0,0,0,0,0,0,0,0
1321,13,0,3,0,0,0,39.90647,116.2263,49377694,6,17,0,0,0,0,0,0,0,0,0,0,0
1322,12,0,3,0,0,0,40.02943,116.63016,49382048,8,17,0,0,0,0,0,0,0,0,0,0,0
1323,13,0,3,0,0,0,40.09577,116.29011,49405411,10,17,0,0,0,0,0,0,0,0,0,0,0
1324,10,0,0,0,0,0,39.85007,116.38097,49424857,5,17,0,0,0,0,0,0,0,0,0,0,0
1325,12,0,3,0,0,0,39.8812,116.68256,49429572,9,17,0,0,0,0,0,0,0,0,0,0,0
1326,22,0,3,0,0,0,40.23675,116.13417,49448574,10,17,0,0,0,0,0,0,0,0,0,0,0
1327,12,0,0,0,0,0,39.84552,116.44423,49468004,5,17,0,0,0,0,0,0,0,0,0,0,0
1328,12,0,3,0,0,0,40.24583,116.78416,49485142,8,17,0,0,0,0,0,0,0,0,0,0,0
1329,15,0,2,0,0,0,39.92017,116.43274,49503268,2,17,0,0,0,0,0,0,0,0,0,1,0
1330,12,0,3,0,0,0,40.09876,116.54382,49528320,8,17,0,0,0,0,0,0,0,0,0,0,0
1331,12,0,3,0,0,0,39.91144,116.10852,49551129,12,17,0,0,0,0,0,0,0,0,0,3,0
1332,12,0,3,0,0,0,40.13517,116.69825,49577550,8,17,0,0,0,0,0,0,0,0,0,0,0
1333,13,0,2,0,0,0,40.13834,117.12628,49640224,16,17,0,0,0,0,0,0,0,0,0,0,0
1334,16,0,0,0,0,0,39.99669,116.46441,49673305,4,17,0,0,0,0,0,0,0,0,0,0,0
1335,10,0,0,0,0,0,39.935,116.45445,49743594,4,17,0,0,0,0,0,0,0,0,0,0,0
1336,12,0,2,0,0,0,40.31448,116.63286,49777685,11,17,0,0,0,0,0,0,0,0,0,0,0
1337,12,0,3,0,0,0,40.37304,115.90193,49810728,13,17,0,0,0,0,0,0,0,0,0,0,0
1338,12,0,3,0,0,0,39.99448,116.45664,49833840,4,17,0,0,0,0,0,0,0,0,0,0,0
1339,16,0,0,0,0,0,40.05294,116.30151,49836177,1,17,0,0,0,0,0,0,0,0,0,0,0
1340,13,0,0,0,0,0,39.90595,116.30804,49864327,1,17,0,0,0,0,0,0,0,0,0,0,0
1341,6,0,0,0,0,0,39.93421,116.32471,49873454,1,17,0,0,0,0,0,0,0,0,0,1,0
1342,12,0,0,0,0,0,39.82258,116.33798,49924932,5,17,0,0,0,0,0,0,0,0,0,0,0
1343,9,0,1,0,0,0,39.84444,116.52731,49932138,4,17,0,0,0,0,0,0,0,0,0,0,0
1344,10,0,0,0,0,0,39.93534,116.45463,49955905,4,17,0,0,0,0,0,0,0,0,0,0,0
1345,10,0,1,0,0,0,39.97958,116.49039,49972148,4,17,0,0,0,0,0,0,0,0,0,0,0
1346,14,0,0,0,0,0,40.00854,116.35525,49993724,1,17,0,0,0,0,0,0,0,0,0,0,0
1347,12,0,3,0,0,0,39.93184,116.35161,50009977,3,17,0,0,0,0,0,0,0,0,0,0,0
1348,12,0,2,0,0,0,40.28673,116.67292,50040174,11,17,0,0,0,0,0,0,0,0,0,1,0
1349,0,0,3,0,0,0,40.084,116.32,50051181,10,17,0,0,0,0,0,0,0,0,0,0,0
1350,12,0,3,0,0,0,40.20406,116.73063,50058721,8,17,0,0,0,0,0,0,0,0,0,0,0
1351,15,0,2,0,0,0,39.91073,116.41199,50062144,2,17,0,0,0,0,0,0,0,0,0,0,0
1352,19,0,0,0,0,0,39.95534,116.34199,50073207,1,17,0,0,0,0,0,0,0,0,0,0,0
1353,12,0,0,0,0,0,39.8968,116.45861,50082169,4,17,0,0,0,0,0,0,0,0,0,0,0
1354,0,0,0,0,0,0,39.93475,116.45488,50103401,4,17,0,0,0,0,0,0,0,0,0,0,0
1355,12,0,3,0,0,0,39.93438,116.10081,50111101,12,17,0,0,0,0,0,0,0,0,0,0,0
1356,13,0,0,0,0,0,39.93966,116.32943,50175806,1,17,0,0,0,0,0,0,0,0,0,0,0
1357,10,0,1,0,0,0,39.99595,116.41154,50177958,4,17,0,0,0,0,0,0,0,0,0,1,0
1358,13,0,0,0,0,0,39.98729,116.30496,50240596,1,17,0,0,0,0,0,0,0,0,0,0,0
1359,0,0,3,0,0,0,40.06312,116.31458,50285880,10,17,0,0,0,0,0,0,0,0,0,0,0
1360,12,0,3,0,0,0,40.05948,116.41553,50295160,10,17,0,0,0,0,0,0,0,0,0,20,0
1361,10,0,0,0,0,0,39.96646,116.32585,50308158,1,17,0,0,0,0,0,0,0,0,0,0,0
1362,12,0,0,0,0,0,40.00221,116.51875,50311731,4,17,0,0,0,0,0,0,0,0,0,0,0
1363,6,0,2,0,0,0,39.84709,116.39947,50340401,5,17,0,0,0,0,0,0,0,0,0,0,0
1364,0,0,3,0,0,0,39.75377,116.21122,50430365,15,17,0,0,0,0,0,0,0,0,0,1,0
1365,10,0,0,0,0,0,39.90308,116.32305,50433302,1,17,0,0,0,0,0,0,0,0,0,0,0
1366,15,0,2,0,0,0,39.94083,116.43262,50467090,2,17,0,0,0,0,0,0,0,0,0,0,0
1367,0,0,3,0,0,0,39.76471,116.33482,50513458,7,17,0,0,0,0,0,0,0,0,0,0,0
1368,15,0,0,0,0,0,39.95162,116.47132,50515296,4,17,0,0,0,0,0,0,0,0,0,0,0
1369,14,0,0,0,0,0,39.99895,116.36454,50539059,1,17,0,0,0,0,0,0,0,0,0,0,0
1370,13,0,1,0,0,0,39.92122,116.46403,50580519,4,17,0,0,0,0,0,0,0,0,0,2,0
1371,15,0,0,0,0,0,39.97195,116.44756,50594081,4,17,0,0,0,0,0,0,0,0,0,0,0
1372,10,0,0,0,0,0,39.89122,116.46505,50608916,4,17,0,0,0,0,0,0,0,0,0,0,0
1373,11,0,3,0,0,0,40.12743,116.26754,50613572,10,17,0,0,0,0,0,0,0,0,0,0,0
1374,13,0,3,0,0,0,39.89907,116.24323,50615957,6,17,0,0,0,0,0,0,0,0,0,0,0
1375,8,0,2,0,0,0,39.89814,116.41809,50634623,2,17,0,0,0,0,0,0,0,0,0,0,0
1376,13,0,3,0,0,0,39.923,116.172,50655569,6,17,0,0,0,0,0,0,0,0,0,1,0
1377,9,0,0,0,0,0,39.87914,116.31246,50659975,5,17,0,0,0,0,0,0,0,0,0,0,0
1378,16,0,3,0,0,0,39.73358,116.13617,50666369,15,17,0,0,0,0,0,0,0,0,0,0,0
1379,8,0,0,0,0,0,39.89435,116.3077,50681405,5,17,0,0,0,0,0,0,0,0,0,0,0
1380,15,0,0,0,0,0,39.89501,116.46508,50685253,4,17,0,0,0,0,0,0,0,0,0,0,0
1381,12,0,0,0,0,0,39.8998,116.47093,50704184,4,17,0,0,0,0,0,0,0,0,0,0,0
1382,23,0,2,0,0,0,39.9375,116.43571,50708373,2,17,0,0,0,0,0,0,0,0,0,0,0
1383,13,0,0,0,0,0,0,0,50772475,5,17,0,0,0,0,0,0,0,0,0,0,0
1384,10,0,1,0,0,0,39.90858,116.43899,50774202,4,2,0,0,0,0,0,0,0,0,0,0,0
1392,12,0,3,0,0,0,39.86781,116.37615,52340997,5,17,0,0,0,0,0,0,0,0,0,2,0
1393,11,0,0,0,0,0,40.03094,116.34435,52343546,1,17,0,0,0,0,0,0,0,0,0,0,0
1394,14,0,0,0,0,0,40.03891,116.3188,52346175,1,17,0,0,0,0,0,0,0,0,0,0,0
1395,16,0,0,0,0,0,39.9135,116.27771,52348823,1,17,0,0,0,0,0,0,0,0,0,0,0
1396,16,0,0,0,0,0,39.98419,116.3075,52353255,1,9,0,0,0,0,0,0,0,0,0,0,0
1424,10,0,1,0,0,0,0,0,56532383,4,8,0,0,0,0,0,0,0,0,0,0,0
1425,13,0,3,0,0,0,39.88866,116.27161,56532757,5,17,0,0,0,0,0,0,0,0,0,10,0
1426,0,0,3,0,0,0,39.75307,116.21325,56535084,15,17,0,0,0,0,0,0,0,0,0,2,0
1427,15,0,0,0,0,0,39.83968,116.42044,56539959,5,17,0,0,0,0,0,0,0,0,0,0,0
1428,12,0,3,0,0,0,0,0,56562387,10,17,0,0,0,0,0,0,0,0,0,2,0
1429,12,0,1,0,8,0,39.9379,116.45282,56576474,4,14,0,0,0,0,0,0,0,0,0,7,0
1430,12,0,2,0,0,0,0,0,56580238,2,17,0,0,0,0,0,0,0,0,0,5,0
1431,8,0,0,0,0,0,0,0,56583635,4,17,0,0,0,0,0,0,0,0,0,0,0
1432,12,0,1,0,0,0,0,0,56586631,4,7,0,0,0,0,0,0,0,0,0,1,0
1433,12,0,3,7.9,7.9,7.9,39.91805,116.41198,56615998,2,17,0,0,0,0,0,0,0,0,0,7,0
1434,15,0,0,0,0,0,39.96809,116.46177,56631829,4,4,0,0,0,0,0,0,0,0,0,0,0
1435,9,0,0,0,0,0,39.86553,116.429,56632081,5,17,0,0,0,0,0,0,0,0,0,0,0
1436,0,0,0,0,0,0,40.04222,116.42163,56632159,4,17,0,0,0,0,0,0,0,0,0,0,0
1437,13,0,3,0,0,0,40.21209,116.23937,56632576,10,17,0,0,0,0,0,0,0,0,0,0,0
1438,9,0,3,0,0,0,39.88451,116.66687,56632713,9,17,0,0,0,0,0,0,0,0,0,0,0
1439,11,0,3,0,0,0,39.73429,116.14237,56633512,15,17,0,0,0,0,0,0,0,0,0,0,0
1440,14,0,0,0,0,0,40.00884,116.35389,56634254,1,17,0,0,0,0,0,0,0,0,0,0,0
1441,12,0,2,0,0,0,40.31517,116.63183,56634676,11,17,0,0,0,0,0,0,0,0,0,1,0
1442,12,0,2,0,0,0,40.31517,116.63183,56634701,11,17,0,0,0,0,0,0,0,0,0,0,0
1443,24,0,3,0,0,0,39.92412,116.35415,56683757,3,17,0,0,0,0,0,0,0,0,0,0,0
1444,0,0,3,0,0,0,40.14665,116.29147,56790607,10,17,0,0,0,0,0,0,0,0,0,0,0
1445,15,0,0,0,0,0,39.80314,116.37918,56803570,5,17,0,0,0,0,0,0,0,0,0,0,0
1446,10,0,0,0,0,0,40.03472,116.36816,56828952,1,17,0,0,0,0,0,0,0,0,0,0,0
1447,16,0,0,0,0,0,39.92462,116.61023,56838590,4,17,0,0,0,0,0,0,0,0,0,0,0
1448,14,0,0,0,0,0,39.99005,116.35966,56838797,1,17,0,0,0,0,0,0,0,0,0,0,0
1449,15,0,2,0,0,0,39.91907,116.41221,56838822,2,17,0,0,0,0,0,0,0,0,0,0,0
1450,12,0,3,0,0,0,39.80129,116.49879,56838838,7,17,0,0,0,0,0,0,0,0,0,0,0
1451,12,0,3,0,0,0,39.75261,116.3208,56839049,7,17,0,0,0,0,0,0,0,0,0,0,0
1452,13,0,3,0,0,0,39.91055,116.18927,56839226,6,17,0,0,0,0,0,0,0,0,0,0,0
1453,15,0,2,0,0,0,39.93056,116.44001,56839283,2,17,0,0,0,0,0,0,0,0,0,0,0
1454,10,0,1,0,0,0,39.86702,116.44577,56839332,4,17,0,0,0,0,0,0,0,0,0,0,0
1455,10,0,3,0,0,0,39.9393,116.35655,56839369,3,17,0,0,0,0,0,0,0,0,0,0,0
1456,12,0,3,0,0,0,39.92611,116.34353,56839398,3,17,0,0,0,0,0,0,0,0,0,0,0
1457,13,0,0,0,0,0,39.94883,116.28923,56839543,1,17,0,0,0,0,0,0,0,0,0,0,0
1458,15,0,0,0,0,0,40.05087,116.4102,56839706,4,17,0,0,0,0,0,0,0,0,0,0,0
1459,16,0,0,0,0,0,39.91778,116.27983,56839971,1,17,0,0,0,0,0,0,0,0,0,0,0
1460,15,0,2,0,0,0,39.89315,116.44785,56839981,2,17,0,0,0,0,0,0,0,0,0,0,0
1461,15,0,2,0,0,0,39.89721,116.42513,56840266,2,17,0,0,0,0,0,0,0,0,0,0,0
1462,19,0,0,0,0,0,39.95233,116.27994,56840418,1,17,0,0,0,0,0,0,0,0,0,0,0
1463,13,0,3,0,0,0,39.92931,116.1635,56840424,6,17,0,0,0,0,0,0,0,0,0,0,0
1464,10,0,0,0,0,0,39.96486,116.3572,56840539,1,17,0,0,0,0,0,0,0,0,0,0,0
1465,19,0,0,0,0,0,39.89881,116.32853,56840819,1,17,0,0,0,0,0,0,0,0,0,0,0
1466,13,0,0,0,0,0,39.97162,116.36958,56841544,1,17,0,0,0,0,0,0,0,0,0,0,0
1467,12,0,0,0,0,0,39.91064,116.5487,56841617,4,17,0,0,0,0,0,0,0,0,0,0,0
1468,8,0,0,0,0,0,39.84825,116.31866,56841632,5,17,0,0,0,0,0,0,0,0,0,0,0
1469,8,0,0,0,0,0,39.85374,116.2865,56841764,5,17,0,0,0,0,0,0,0,0,0,0,0
1470,11,0,0,0,0,0,40.03636,116.30855,56841824,1,17,0,0,0,0,0,0,0,0,0,0,0
1471,13,0,3,0,0,0,39.89307,116.22968,56841847,6,17,0,0,0,0,0,0,0,0,0,0,0
1472,13,0,3,0,0,0,39.92271,116.19406,56841920,6,17,0,0,0,0,0,0,0,0,0,0,0
1473,12,0,0,0,0,0,39.8228,116.28605,56842082,5,17,0,0,0,0,0,0,0,0,0,0,0
1474,15,0,0,0,0,0,39.99805,116.37487,56842481,4,17,0,0,0,0,0,0,0,0,0,0,0
1475,13,0,0,0,0,0,39.98076,116.36592,56842501,1,17,0,0,0,0,0,0,0,0,0,0,0
1476,0,0,0,0,0,0,39.97617,116.49259,56842843,4,17,0,0,0,0,0,0,0,0,0,0,0
1477,15,0,0,0,0,0,39.90735,116.47616,56843050,4,17,0,0,0,0,0,0,0,0,0,0,0
1478,11,0,3,0,0,0,39.66902,116.14588,56843152,15,17,0,0,0,0,0,0,0,0,0,0,0
1479,10,0,0,0,0,0,40.01373,116.46951,56843199,4,17,0,0,0,0,0,0,0,0,0,0,0
1480,13,0,3,0,0,0,39.89977,116.22894,56843485,6,17,0,0,0,0,0,0,0,0,0,0,0
1481,12,0,0,0,0,0,39.84166,116.41408,56843817,5,17,0,0,0,0,0,0,0,0,0,0,0
1482,15,0,2,0,0,0,39.95564,116.42675,56844759,2,17,0,0,0,0,0,0,0,0,0,0,0
1483,6,0,2,0,0,0,39.92181,116.43099,56845195,2,17,0,0,0,0,0,0,0,0,0,0,0
1484,12,0,2,0,0,0,39.94407,116.40863,56845629,2,17,0,0,0,0,0,0,0,0,0,0,0
1485,15,0,2,0,0,0,39.94201,116.43609,56845882,2,17,0,0,0,0,0,0,0,0,0,0,0
1486,6,0,0,0,0,0,39.93965,116.30025,56846273,1,17,0,0,0,0,0,0,0,0,0,0,0
1487,12,0,0,0,0,0,39.84993,116.2322,56846358,5,17,0,0,0,0,0,0,0,0,0,0,0
1488,14,0,3,0,0,0,39.9035,116.35323,56846639,3,17,0,0,0,0,0,0,0,0,0,0,0
1489,9,0,3,0,0,0,39.95498,116.37245,56846704,3,17,0,0,0,0,0,0,0,0,0,0,0
1490,11,0,3,0,0,0,39.71829,116.14916,56846834,15,17,0,0,0,0,0,0,0,0,0,0,0
1491,11,0,0,0,0,0,39.89933,116.5061,56847047,4,17,0,0,0,0,0,0,0,0,0,0,0
1492,15,0,0,0,0,0,39.90694,116.44753,56847741,4,17,0,0,0,0,0,0,0,0,0,0,0
1493,11,0,0,0,0,0,39.96383,116.39573,56847830,4,17,0,0,0,0,0,0,0,0,0,0,0
1494,12,0,0,0,0,0,40.00854,116.41756,56848411,4,17,0,0,0,0,0,0,0,0,0,0,0
1495,14,0,3,0,0,0,39.93873,116.34952,56848440,3,17,0,0,0,0,0,0,0,0,0,0,0
1496,15,0,2,0,0,0,39.89424,116.43266,56848597,2,17,0,0,0,0,0,0,0,0,0,0,0
1497,13,0,0,0,0,0,39.97851,116.30689,56848700,1,17,0,0,0,0,0,0,0,0,0,0,0
1498,10,0,3,0,0,0,39.63803,116.77662,56848769,9,17,0,0,0,0,0,0,0,0,0,0,0
1499,0,0,3,0,0,0,39.80462,116.4342,56848772,7,17,0,0,0,0,0,0,0,0,0,0,0
1500,12,0,0,0,0,0,39.82636,116.20937,56848795,5,17,0,0,0,0,0,0,0,0,0,0,0
1501,9,0,0,0,0,0,39.86102,116.38603,56848841,5,17,0,0,0,0,0,0,0,0,0,0,0
1502,12,0,3,0,0,0,39.8858,116.39457,56849069,3,17,0,0,0,0,0,0,0,0,0,0,0
1503,12,0,0,0,0,0,39.89203,116.25351,56849351,5,17,0,0,0,0,0,0,0,0,0,0,0
1504,9,0,1,0,0,0,39.9786,116.47596,56849551,4,17,0,0,0,0,0,0,0,0,0,0,0
1505,10,0,0,0,0,0,39.97449,116.3493,56849640,1,17,0,0,0,0,0,0,0,0,0,0,0
1506,15,0,0,0,0,0,39.915,116.51354,56852426,4,17,0,0,0,0,0,0,0,0,0,0,0
1507,12,0,0,0,0,0,39.86553,116.41821,56853595,5,17,0,0,0,0,0,0,0,0,0,0,0
1508,13,0,3,0,0,0,39.93567,116.13532,56855775,6,17,0,0,0,0,0,0,0,0,0,0,0
1509,10,0,0,0,0,0,39.92352,116.46582,56857582,4,17,0,0,0,0,0,0,0,0,0,0,0
1510,12,0,1,0,0,0,39.88483,116.46357,56857850,4,17,0,0,0,0,0,0,0,0,0,0,0
1511,0,0,3,0,0,0,39.79024,116.49426,56857907,7,17,0,0,0,0,0,0,0,0,0,0,0
1512,19,0,0,0,0,0,40.04174,116.33779,56858340,1,17,0,0,0,0,0,0,0,0,0,0,0
1513,8,0,0,0,0,0,39.86848,116.28537,56859047,5,17,0,0,0,0,0,0,0,0,0,0,0
1514,10,0,3,0,0,0,39.79896,116.56595,56859375,9,17,0,0,0,0,0,0,0,0,0,0,0
1515,12,0,3,0,0,0,40.13512,116.65575,56861586,8,17,0,0,0,0,0,0,0,0,0,0,0
1516,11,0,0,0,0,0,40.01189,116.32356,56862354,1,17,0,0,0,0,0,0,0,0,0,0,0
1517,6,0,2,0,0,0,39.93843,116.43948,56863263,2,17,0,0,0,0,0,0,0,0,0,0,0
1518,9,0,3,0,0,0,39.89941,116.38002,56863316,3,17,0,0,0,0,0,0,0,0,0,0,0
1519,0,0,3,0,0,0,39.7857,116.49685,56863932,7,17,0,0,0,0,0,0,0,0,0,0,0
1520,12,0,3,0,0,0,40.05713,116.41326,56863937,10,17,0,0,0,0,0,0,0,0,0,0,0
1521,12,0,3,0,0,0,39.87688,116.66509,56864137,9,17,0,0,0,0,0,0,0,0,0,0,0
1522,0,0,3,0,0,0,39.73029,116.33162,56864917,7,17,0,0,0,0,0,0,0,0,0,0,0
1523,15,0,2,0,0,0,39.9367,116.44138,56866285,2,17,0,0,0,0,0,0,0,0,0,0,0
1524,23,0,2,0,0,0,39.88615,116.42439,56867956,2,17,0,0,0,0,0,0,0,0,0,0,0
1525,10,0,3,0,0,0,39.90548,116.64355,56891275,9,17,0,0,0,0,0,0,0,0,0,0,0
1526,12,0,0,0,0,0,39.89411,116.46013,56895350,4,17,0,0,0,0,0,0,0,0,0,0,0
1527,6,0,2,0,0,0,39.89752,116.41765,56921532,2,17,0,0,0,0,0,0,0,0,0,0,0
1528,0,0,3,0,0,0,40.08462,116.4418,56950896,10,17,0,0,0,0,0,0,0,0,0,0,0
1529,11,0,0,0,0,0,39.9812,116.41184,56959092,4,17,0,0,0,0,0,0,0,0,0,0,0
1530,9,0,0,0,0,0,39.88081,116.27095,56968567,5,17,0,0,0,0,0,0,0,0,0,0,0
1531,8,0,0,0,0,0,39.81576,116.33969,57021579,4,17,0,0,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,39.94899,116.46295,57094803,4,17,0,0,0,0,0,0,0,0,0,0,0
1534,0,0,0,0,0,0,39.94899,116.46295,57116384,4,17,0,0,0,0,0,0,0,0,0,0,0
1535,9,0,1,0,0,0,39.91646,116.45076,57117129,4,17,0,0,0,0,0,0,0,0,0,0,0
1536,0,0,0,0,0,0,0,0,57119082,4,17,0,0,0,0,0,0,0,0,0,0,0
1537,15,0,0,0,0,0,0,0,57120526,4,17,0,0,0,0,0,0,0,0,0,0,0
1538,15,0,0,0,0,0,0,0,57142545,4,17,0,0,0,0,0,0,0,0,0,0,0
1539,16,0,0,0,0,0,39.91266,116.45236,57182352,4,17,0,0,0,0,0,0,0,0,0,0,0
1540,13,0,0,0,0,0,39.954,116.32164,57182944,1,17,0,0,0,0,0,0,0,0,0,0,0
1541,12,0,3,0,0,0,39.93177,116.35727,57183028,3,17,0,0,0,0,0,0,0,0,0,0,0
1542,9,0,3,0,0,0,39.87643,116.63449,57185386,9,17,0,0,0,0,0,0,0,0,0,0,0
1543,14,0,0,0,0,0,39.92215,116.31918,57185897,1,17,0,0,0,0,0,0,0,0,0,0,0
1544,24,0,3,0,0,0,39.89052,116.3573,57186131,3,17,0,0,0,0,0,0,0,0,0,0,0
1545,8,0,0,0,0,0,39.84076,116.32096,57186367,5,17,0,0,0,0,0,0,0,0,0,0,0
